time: 2000000000
320 2 7897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 8000001
320 4 8000001
320 5 8000001
320 6 8000001
320 7 8000001
320 8 8000001
320 9 8000001
320 10 8000001
320 11 8000001
320 12 8000001
320 13 8000001
320 14 8000001
320 15 8000001
320 16 8000001
320 17 8000001
320 18 8000001
320 19 8000001
320 20 8000001
321 1 8000001
321 2 8000001
321 3 8000001
321 4 8000001
321 5 8000001
321 6 8000001
321 7 8000001
321 8 8000001
321 9 8000001
321 10 8000001
321 11 8000001
321 12 8000001
321 13 8000001
321 14 8000001
321 15 8000001
321 16 8000001
321 17 8000001
321 18 8000001
321 19 8000001
321 20 8000001
322 1 8000001
322 2 8000001
322 3 8000001
322 4 8000001
322 5 8000001
322 6 8000001
322 7 8000001
322 8 8000001
322 9 8000001
322 10 8000001
322 11 8000001
322 12 8000001
322 13 8000001
322 14 8000001
322 15 8000001
322 16 8000001
322 17 8000001
322 18 8000001
322 19 8000001
322 20 8000001
323 1 8000001
323 2 8000001
323 3 8000001
323 4 8000001
323 5 8000001
323 6 8000001
323 7 8000001
323 8 8000001
323 9 8000001
323 10 8000001
323 11 8000001
323 12 8000001
323 13 8000001
323 14 8000001
323 15 8000001
323 16 8000001
323 17 8000001
323 18 8000001
323 19 8000001
323 20 8000001
324 1 8000001
324 2 8000001
324 3 8000001
324 4 8000001
324 5 8000001
324 6 8000001
324 7 8000001
324 8 8000001
324 9 8000001
324 10 8000001
324 11 8000001
324 12 8000001
324 13 8000001
324 14 8000001
324 15 8000001
324 16 8000001
324 17 8000001
324 18 8000001
324 19 8000001
324 20 8000001
325 1 8000001
325 2 8000001
325 3 8000001
325 4 8000001
325 5 8000001
325 6 8000001
325 7 8000001
325 8 8000001
325 9 8000001
325 10 8000001
325 11 8000001
325 12 8000001
325 13 8000001
325 14 8000001
325 15 8000001
325 16 8000001
325 17 8000001
325 18 8000001
325 19 8000001
325 20 8000001
326 1 8000001
326 2 8000001
326 3 8000001
326 4 8000001
326 5 8000001
326 6 8000001
326 7 8000001
326 8 8000001
326 9 8000001
326 10 8000001
326 11 8000001
326 12 8000001
326 13 8000001
326 14 8000001
326 15 8000001
326 16 8000001
326 17 8000001
326 18 8000001
326 19 8000001
326 20 8000001
327 1 8000001
327 2 8000001
327 3 8000001
327 4 8000001
327 5 8000001
327 6 8000001
327 7 8000001
327 8 8000001
327 9 8000001
327 10 8000001
327 11 8000001
327 12 8000001
327 13 8000001
327 14 8000001
327 15 8000001
327 16 8000001
327 17 8000001
327 18 8000001
327 19 8000001
327 20 8000001
328 1 8000001
328 2 8000001
328 3 8000001
328 4 8000001
328 5 8000001
328 6 8000001
328 7 8000001
328 8 8000001
328 9 8000001
328 10 8000001
328 11 8000001
328 12 8000001
328 13 8000001
328 14 8000001
328 15 8000001
328 16 8000001
328 17 8000001
328 18 8000001
328 19 8000001
328 20 8000001
329 1 8000001
329 2 8000001
329 3 8000001
329 4 8000001
329 5 8000001
329 6 8000001
329 7 8000001
329 8 8000001
329 9 8000001
329 10 8000001
329 11 8000001
329 12 8000001
329 13 8000001
329 14 8000001
329 15 8000001
329 16 8000001
329 17 8000001
329 18 8000001
329 19 8000001
329 20 8000001
330 1 8000001
330 2 8000001
330 3 8000001
330 4 8000001
330 5 8000001
330 6 8000001
330 7 8000001
330 8 8000001
330 9 8000001
330 10 8000001
330 11 8000001
330 12 8000001
330 13 8000001
330 14 8000001
330 15 8000001
330 16 8000001
330 17 8000001
330 18 8000001
330 19 8000001
330 20 8000001
331 1 8000001
331 2 8000001
331 3 8000001
331 4 8000001
331 5 8000001
331 6 8000001
331 7 8000001
331 8 8000001
331 9 8000001
331 10 8000001
331 11 8000001
331 12 8000001
331 13 8000001
331 14 8000001
331 15 8000001
331 16 8000001
331 17 8000001
331 18 8000001
331 19 8000001
331 20 8000001
332 1 8000001
332 2 8000001
332 3 8000001
332 4 8000001
332 5 8000001
332 6 8000001
332 7 8000001
332 8 8000001
332 9 8000001
332 10 8000001
332 11 8000001
332 12 8000001
332 13 8000001
332 14 8000001
332 15 8000001
332 16 8000001
332 17 8000001
332 18 8000001
332 19 8000001
332 20 8000001
333 1 8000001
333 2 8000001
333 3 8000001
333 4 8000001
333 5 8000001
333 6 8000001
333 7 8000001
333 8 8000001
333 9 8000001
333 10 8000001
333 11 8000001
333 12 8000001
333 13 8000001
333 14 8000001
333 15 8000001
333 16 8000001
333 17 8000001
333 18 8000001
333 19 8000001
333 20 8000001
334 1 8000001
334 2 8000001
334 3 8000001
334 4 8000001
334 5 8000001
334 6 8000001
334 7 8000001
334 8 8000001
334 9 8000001
334 10 8000001
334 11 8000001
334 12 8000001
334 13 8000001
334 14 8000001
334 15 8000001
334 16 8000001
334 17 8000001
334 18 8000001
334 19 8000001
334 20 8000001
335 1 8000001
335 2 8000001
335 3 8000001
335 4 8000001
335 5 8000001
335 6 8000001
335 7 8000001
335 8 8000001
335 9 8000001
335 10 8000001
335 11 8000001
335 12 8000001
335 13 8000001
335 14 8000001
335 15 8000001
335 16 8000001
335 17 8000001
335 18 8000001
335 19 8000001
335 20 8000001
336 1 8000001
336 2 8000001
336 3 8000001
336 4 8000001
336 5 8000001
336 6 8000001
336 7 8000001
336 8 8000001
336 9 8000001
336 10 8000001
336 11 8000001
336 12 8000001
336 13 8000001
336 14 8000001
336 15 8000001
336 16 8000001
336 17 8000001
336 18 8000001
336 19 8000001
336 20 8000001
337 1 8000001
337 2 8000001
337 3 8000001
337 4 8000001
337 5 8000001
337 6 8000001
337 7 8000001
337 8 8000001
337 9 8000001
337 10 8000001
337 11 8000001
337 12 8000001
337 13 8000001
337 14 8000001
337 15 8000001
337 16 8000001
337 17 8000001
337 18 8000001
337 19 8000001
337 20 8000001
338 1 8000001
338 2 8000001
338 3 8000001
338 4 8000001
338 5 8000001
338 6 8000001
338 7 8000001
338 8 8000001
338 9 8000001
338 10 8000001
338 11 8000001
338 12 8000001
338 13 8000001
338 14 8000001
338 15 8000001
338 16 8000001
338 17 8000001
338 18 8000001
338 19 8000001
338 20 8000001
339 1 8000001
339 2 8000001
339 3 8000001
339 4 8000001
339 5 8000001
339 6 8000001
339 7 8000001
339 8 8000001
339 9 8000001
339 10 8000001
339 11 8000001
339 12 8000001
339 13 8000001
339 14 8000001
339 15 8000001
339 16 8000001
339 17 8000001
339 18 8000001
339 19 8000001
339 20 8000001
340 1 8000001
340 2 8000001
340 3 8000001
340 4 8000001
340 5 8000001
340 6 8000001
340 7 8000001
340 8 8000001
341 1 8000001
341 2 8000001
341 3 8000001
341 4 8000001
341 5 8000001
341 6 8000001
341 7 8000001
341 8 8000001
342 1 8000001
342 2 8000001
342 3 8000001
342 4 8000001
342 5 8000001
342 6 8000001
342 7 8000001
342 8 8000001
343 1 8000001
343 2 8000001
343 3 8000001
343 4 8000001
343 5 8000001
343 6 8000001
343 7 8000001
343 8 8000001
344 1 8000001
344 2 8000001
344 3 8000001
344 4 8000001
344 5 8000001
344 6 8000001
344 7 8000001
344 8 8000001
345 1 8000001
345 2 8000001
345 3 8000001
345 4 8000001
345 5 8000001
345 6 8000001
345 7 8000001
345 8 8000001
346 1 8000001
346 2 8000001
346 3 8000001
346 4 8000001
346 5 8000001
346 6 8000001
346 7 8000001
346 8 8000001
347 1 8000001
347 2 8000001
347 3 8000001
347 4 8000001
347 5 8000001
347 6 8000001
347 7 8000001
347 8 8000001
348 1 8000001
348 2 8000001
348 3 8000001
348 4 8000001
348 5 8000001
348 6 8000001
348 7 8000001
348 8 8000001
349 1 8000001
349 2 8000001
349 3 8000001
349 4 8000001
349 5 8000001
349 6 8000001
349 7 8000001
349 8 8000001
350 1 8000001
350 2 8000001
350 3 8000001
350 4 8000001
350 5 8000001
350 6 8000001
350 7 8000001
350 8 8000001
351 1 8000001
351 2 8000001
351 3 8000001
351 4 8000001
351 5 8000001
351 6 8000001
351 7 8000001
351 8 8000001
352 1 8000001
352 2 8000001
352 3 8000001
352 4 8000001
352 5 8000001
352 6 8000001
352 7 8000001
352 8 8000001
353 1 8000001
353 2 8000001
353 3 8000001
353 4 8000001
353 5 8000001
353 6 8000001
353 7 8000001
353 8 8000001
354 1 8000001
354 2 8000001
354 3 8000001
354 4 8000001
354 5 8000001
354 6 8000001
354 7 8000001
354 8 8000001
355 1 8000001
355 2 8000001
355 3 8000001
355 4 8000001
355 5 8000001
355 6 8000001
355 7 8000001
355 8 8000001
356 1 8000001
356 2 8000001
356 3 8000001
356 4 8000001
356 5 8000001
356 6 8000001
356 7 8000001
356 8 8000001
357 1 8000001
357 2 8000001
357 3 8000001
357 4 8000001
357 5 8000001
357 6 8000001
357 7 8000001
357 8 8000001
358 1 8000001
358 2 8000001
358 3 8000001
358 4 8000001
358 5 8000001
358 6 8000001
358 7 8000001
358 8 8000001
359 1 8000001
359 2 8000001
359 3 8000001
359 4 8000001
359 5 8000001
359 6 8000001
359 7 8000001
359 8 8000001
360 1 8000001
360 2 8000001
360 3 8000001
360 4 8000001
360 5 8000001
361 1 8000001
361 2 8000001
361 3 8000001
361 4 8000001
361 5 8000001
362 1 8000001
362 2 8000001
362 3 8000001
362 4 8000001
362 5 8000001
363 1 8000001
363 2 8000001
363 3 8000001
363 4 8000001
363 5 8000001
364 1 8000001
364 2 8000001
364 3 8000001
364 4 8000001
364 5 8000001
365 1 8000001
365 2 8000001
365 3 8000001
365 4 8000001
365 5 8000001
366 1 8000001
366 2 8000001
366 3 8000001
366 4 8000001
366 5 8000001
367 1 8000001
367 2 8000001
367 3 8000001
367 4 8000001
367 5 8000001
368 1 8000001
368 2 8000001
368 3 8000001
368 4 8000001
368 5 8000001
369 1 8000001
369 2 8000001
369 3 8000001
369 4 8000001
369 5 8000001
370 1 8000001
370 2 8000001
370 3 8000001
370 4 8000001
370 5 8000001
371 1 8000001
371 2 8000001
371 3 8000001
371 4 8000001
371 5 8000001
372 1 8000001
372 2 8000001
372 3 8000001
372 4 8000001
372 5 8000001
373 1 8000001
373 2 8000001
373 3 8000001
373 4 8000001
373 5 8000001
374 1 8000001
374 2 8000001
374 3 8000001
374 4 8000001
374 5 8000001
375 1 8000001
375 2 8000001
375 3 8000001
375 4 8000001
375 5 8000001
time: 2900000000
320 1 9000001
320 2 8897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 9000001
320 4 9000001
320 5 9000001
320 6 9000001
320 7 9000001
320 8 9000001
320 9 9000001
320 10 9000001
320 11 9000001
320 12 9000001
320 13 9000001
320 14 9000001
320 15 9000001
320 16 9000001
320 17 9000001
320 18 9000001
320 19 9000001
320 20 9000001
321 1 9000001
321 2 9000001
321 3 9000001
321 4 9000001
321 5 9000001
321 6 9000001
321 7 9000001
321 8 9000001
321 9 9000001
321 10 9000001
321 11 9000001
321 12 9000001
321 13 9000001
321 14 9000001
321 15 9000001
321 16 9000001
321 17 9000001
321 18 9000001
321 19 9000001
321 20 9000001
322 1 9000001
322 2 9000001
322 3 9000001
322 4 9000001
322 5 9000001
322 6 9000001
322 7 9000001
322 8 9000001
322 9 9000001
322 10 9000001
322 11 9000001
322 12 9000001
322 13 9000001
322 14 9000001
322 15 9000001
322 16 9000001
322 17 9000001
322 18 9000001
322 19 9000001
322 20 9000001
323 1 9000001
323 2 9000001
323 3 9000001
323 4 9000001
323 5 9000001
323 6 9000001
323 7 9000001
323 8 9000001
323 9 9000001
323 10 9000001
323 11 9000001
323 12 9000001
323 13 9000001
323 14 9000001
323 15 9000001
323 16 9000001
323 17 9000001
323 18 9000001
323 19 9000001
323 20 9000001
324 1 9000001
324 2 9000001
324 3 9000001
324 4 9000001
324 5 9000001
324 6 9000001
324 7 9000001
324 8 9000001
324 9 9000001
324 10 9000001
324 11 9000001
324 12 9000001
324 13 9000001
324 14 9000001
324 15 9000001
324 16 9000001
324 17 9000001
324 18 9000001
324 19 9000001
324 20 9000001
325 1 9000001
325 2 9000001
325 3 9000001
325 4 9000001
325 5 9000001
325 6 9000001
325 7 9000001
325 8 9000001
325 9 9000001
325 10 9000001
325 11 9000001
325 12 9000001
325 13 9000001
325 14 9000001
325 15 9000001
325 16 9000001
325 17 9000001
325 18 9000001
325 19 9000001
325 20 9000001
326 1 9000001
326 2 9000001
326 3 9000001
326 4 9000001
326 5 9000001
326 6 9000001
326 7 9000001
326 8 9000001
326 9 9000001
326 10 9000001
326 11 9000001
326 12 9000001
326 13 9000001
326 14 9000001
326 15 9000001
326 16 9000001
326 17 9000001
326 18 9000001
326 19 9000001
326 20 9000001
327 1 9000001
327 2 9000001
327 3 9000001
327 4 9000001
327 5 9000001
327 6 9000001
327 7 9000001
327 8 9000001
327 9 9000001
327 10 9000001
327 11 9000001
327 12 9000001
327 13 9000001
327 14 9000001
327 15 9000001
327 16 9000001
327 17 9000001
327 18 9000001
327 19 9000001
327 20 9000001
328 1 9000001
328 2 9000001
328 3 9000001
328 4 9000001
328 5 9000001
328 6 9000001
328 7 9000001
328 8 9000001
328 9 9000001
328 10 9000001
328 11 9000001
328 12 9000001
328 13 9000001
328 14 9000001
328 15 9000001
328 16 9000001
328 17 9000001
328 18 9000001
328 19 9000001
328 20 9000001
329 1 9000001
329 2 9000001
329 3 9000001
329 4 9000001
329 5 9000001
329 6 9000001
329 7 9000001
329 8 9000001
329 9 9000001
329 10 9000001
329 11 9000001
329 12 9000001
329 13 9000001
329 14 9000001
329 15 9000001
329 16 9000001
329 17 9000001
329 18 9000001
329 19 9000001
329 20 9000001
330 1 9000001
330 2 9000001
330 3 9000001
330 4 9000001
330 5 9000001
330 6 9000001
330 7 9000001
330 8 9000001
330 9 9000001
330 10 9000001
330 11 9000001
330 12 9000001
330 13 9000001
330 14 9000001
330 15 9000001
330 16 9000001
330 17 9000001
330 18 9000001
330 19 9000001
330 20 9000001
331 1 9000001
331 2 9000001
331 3 9000001
331 4 9000001
331 5 9000001
331 6 9000001
331 7 9000001
331 8 9000001
331 9 9000001
331 10 9000001
331 11 9000001
331 12 9000001
331 13 9000001
331 14 9000001
331 15 9000001
331 16 9000001
331 17 9000001
331 18 9000001
331 19 9000001
331 20 9000001
332 1 9000001
332 2 9000001
332 3 9000001
332 4 9000001
332 5 9000001
332 6 9000001
332 7 9000001
332 8 9000001
332 9 9000001
332 10 9000001
332 11 9000001
332 12 9000001
332 13 9000001
332 14 9000001
332 15 9000001
332 16 9000001
332 17 9000001
332 18 9000001
332 19 9000001
332 20 9000001
333 1 9000001
333 2 9000001
333 3 9000001
333 4 9000001
333 5 9000001
333 6 9000001
333 7 9000001
333 8 9000001
333 9 9000001
333 10 9000001
333 11 9000001
333 12 9000001
333 13 9000001
333 14 9000001
333 15 9000001
333 16 9000001
333 17 9000001
333 18 9000001
333 19 9000001
333 20 9000001
334 1 9000001
334 2 9000001
334 3 9000001
334 4 9000001
334 5 9000001
334 6 9000001
334 7 9000001
334 8 9000001
334 9 9000001
334 10 9000001
334 11 9000001
334 12 9000001
334 13 9000001
334 14 9000001
334 15 9000001
334 16 9000001
334 17 9000001
334 18 9000001
334 19 9000001
334 20 9000001
335 1 9000001
335 2 9000001
335 3 9000001
335 4 9000001
335 5 9000001
335 6 9000001
335 7 9000001
335 8 9000001
335 9 9000001
335 10 9000001
335 11 9000001
335 12 9000001
335 13 9000001
335 14 9000001
335 15 9000001
335 16 9000001
335 17 9000001
335 18 9000001
335 19 9000001
335 20 9000001
336 1 9000001
336 2 9000001
336 3 9000001
336 4 9000001
336 5 9000001
336 6 9000001
336 7 9000001
336 8 9000001
336 9 9000001
336 10 9000001
336 11 9000001
336 12 9000001
336 13 9000001
336 14 9000001
336 15 9000001
336 16 9000001
336 17 9000001
336 18 9000001
336 19 9000001
336 20 9000001
337 1 9000001
337 2 9000001
337 3 9000001
337 4 9000001
337 5 9000001
337 6 9000001
337 7 9000001
337 8 9000001
337 9 9000001
337 10 9000001
337 11 9000001
337 12 9000001
337 13 9000001
337 14 9000001
337 15 9000001
337 16 9000001
337 17 9000001
337 18 9000001
337 19 9000001
337 20 9000001
338 1 9000001
338 2 9000001
338 3 9000001
338 4 9000001
338 5 9000001
338 6 9000001
338 7 9000001
338 8 9000001
338 9 9000001
338 10 9000001
338 11 9000001
338 12 9000001
338 13 9000001
338 14 9000001
338 15 9000001
338 16 9000001
338 17 9000001
338 18 9000001
338 19 9000001
338 20 9000001
339 1 9000001
339 2 9000001
339 3 9000001
339 4 9000001
339 5 9000001
339 6 9000001
339 7 9000001
339 8 9000001
339 9 9000001
339 10 9000001
339 11 9000001
339 12 9000001
339 13 9000001
339 14 9000001
339 15 9000001
339 16 9000001
339 17 9000001
339 18 9000001
339 19 9000001
339 20 9000001
340 1 9000001
340 2 9000001
340 3 9000001
340 4 9000001
340 5 9000001
340 6 9000001
340 7 9000001
340 8 9000001
341 1 9000001
341 2 9000001
341 3 9000001
341 4 9000001
341 5 9000001
341 6 9000001
341 7 9000001
341 8 9000001
342 1 9000001
342 2 9000001
342 3 9000001
342 4 9000001
342 5 9000001
342 6 9000001
342 7 9000001
342 8 9000001
343 1 9000001
343 2 9000001
343 3 9000001
343 4 9000001
343 5 9000001
343 6 9000001
343 7 9000001
343 8 9000001
344 1 9000001
344 2 9000001
344 3 9000001
344 4 9000001
344 5 9000001
344 6 9000001
344 7 9000001
344 8 9000001
345 1 9000001
345 2 9000001
345 3 9000001
345 4 9000001
345 5 9000001
345 6 9000001
345 7 9000001
345 8 9000001
346 1 9000001
346 2 9000001
346 3 9000001
346 4 9000001
346 5 9000001
346 6 9000001
346 7 9000001
346 8 9000001
347 1 9000001
347 2 9000001
347 3 9000001
347 4 9000001
347 5 9000001
347 6 9000001
347 7 9000001
347 8 9000001
348 1 9000001
348 2 9000001
348 3 9000001
348 4 9000001
348 5 9000001
348 6 9000001
348 7 9000001
348 8 9000001
349 1 9000001
349 2 9000001
349 3 9000001
349 4 9000001
349 5 9000001
349 6 9000001
349 7 9000001
349 8 9000001
350 1 9000001
350 2 9000001
350 3 9000001
350 4 9000001
350 5 9000001
350 6 9000001
350 7 9000001
350 8 9000001
351 1 9000001
351 2 9000001
351 3 9000001
351 4 9000001
351 5 9000001
351 6 9000001
351 7 9000001
351 8 9000001
352 1 9000001
352 2 9000001
352 3 9000001
352 4 9000001
352 5 9000001
352 6 9000001
352 7 9000001
352 8 9000001
353 1 9000001
353 2 9000001
353 3 9000001
353 4 9000001
353 5 9000001
353 6 9000001
353 7 9000001
353 8 9000001
354 1 9000001
354 2 9000001
354 3 9000001
354 4 9000001
354 5 9000001
354 6 9000001
354 7 9000001
354 8 9000001
355 1 9000001
355 2 9000001
355 3 9000001
355 4 9000001
355 5 9000001
355 6 9000001
355 7 9000001
355 8 9000001
356 1 9000001
356 2 9000001
356 3 9000001
356 4 9000001
356 5 9000001
356 6 9000001
356 7 9000001
356 8 9000001
357 1 9000001
357 2 9000001
357 3 9000001
357 4 9000001
357 5 9000001
357 6 9000001
357 7 9000001
357 8 9000001
358 1 9000001
358 2 9000001
358 3 9000001
358 4 9000001
358 5 9000001
358 6 9000001
358 7 9000001
358 8 9000001
359 1 9000001
359 2 9000001
359 3 9000001
359 4 9000001
359 5 9000001
359 6 9000001
359 7 9000001
359 8 9000001
360 1 9000001
360 2 9000001
360 3 9000001
360 4 9000001
360 5 9000001
361 1 9000001
361 2 9000001
361 3 9000001
361 4 9000001
361 5 9000001
362 1 9000001
362 2 9000001
362 3 9000001
362 4 9000001
362 5 9000001
363 1 9000001
363 2 9000001
363 3 9000001
363 4 9000001
363 5 9000001
364 1 9000001
364 2 9000001
364 3 9000001
364 4 9000001
364 5 9000001
365 1 9000001
365 2 9000001
365 3 9000001
365 4 9000001
365 5 9000001
366 1 9000001
366 2 9000001
366 3 9000001
366 4 9000001
366 5 9000001
367 1 9000001
367 2 9000001
367 3 9000001
367 4 9000001
367 5 9000001
368 1 9000001
368 2 9000001
368 3 9000001
368 4 9000001
368 5 9000001
369 1 9000001
369 2 9000001
369 3 9000001
369 4 9000001
369 5 9000001
370 1 9000001
370 2 9000001
370 3 9000001
370 4 9000001
370 5 9000001
371 1 9000001
371 2 9000001
371 3 9000001
371 4 9000001
371 5 9000001
372 1 9000001
372 2 9000001
372 3 9000001
372 4 9000001
372 5 9000001
373 1 9000001
373 2 9000001
373 3 9000001
373 4 9000001
373 5 9000001
374 1 9000001
374 2 9000001
374 3 9000001
374 4 9000001
374 5 9000001
375 1 9000001
375 2 9000001
375 3 9000001
375 4 9000001
375 5 9000001
time: 3000000000
320 1 10000001
320 2 9897221 89769 413 328 328 318 294 282 314 232 247 265 0 239 265 256 233 233 247 260 239 246 249 263 0 260 285 272 224 256 263 246 239 246 223 272 0 268 287 223 193 166 172 206 187 199 210 232 0 243 222 196 169 115 84 76 99 104 84 43 0 48 53 59 57 18 19 17 21 18 29 17 0 14 14 19 25 28 2 3 2 1 2 1 0 1 2 2 3 2 1 2 2 2 3 2 0 2 2 1 3 5 7 8 12 8 8 9 0 7 5 6 5 3 6 4 6 3 4 2 5 0 3 4 3 5 3 4 2 4 2 5 2 0 3 3 3 2 6 3 6 4 6 6 6 0 1
320 3 10000001
320 4 10000001
320 5 10000001
320 6 10000001
320 7 10000001
320 8 10000001
320 9 10000001
320 10 10000001
320 11 10000001
320 12 10000001
320 13 10000001
320 14 10000001
320 15 10000001
320 16 10000001
320 17 10000001
320 18 10000001
320 19 10000001
320 20 10000001
321 1 10000001
321 2 10000001
321 3 10000001
321 4 10000001
321 5 10000001
321 6 10000001
321 7 10000001
321 8 10000001
321 9 10000001
321 10 10000001
321 11 10000001
321 12 10000001
321 13 10000001
321 14 10000001
321 15 10000001
321 16 10000001
321 17 10000001
321 18 10000001
321 19 10000001
321 20 10000001
322 1 10000001
322 2 10000001
322 3 10000001
322 4 10000001
322 5 10000001
322 6 10000001
322 7 10000001
322 8 10000001
322 9 10000001
322 10 10000001
322 11 10000001
322 12 10000001
322 13 10000001
322 14 10000001
322 15 10000001
322 16 10000001
322 17 10000001
322 18 10000001
322 19 10000001
322 20 10000001
323 1 10000001
323 2 10000001
323 3 10000001
323 4 10000001
323 5 10000001
323 6 10000001
323 7 10000001
323 8 10000001
323 9 10000001
323 10 10000001
323 11 10000001
323 12 10000001
323 13 10000001
323 14 10000001
323 15 10000001
323 16 10000001
323 17 10000001
323 18 10000001
323 19 10000001
323 20 10000001
324 1 10000001
324 2 10000001
324 3 10000001
324 4 10000001
324 5 10000001
324 6 10000001
324 7 10000001
324 8 10000001
324 9 10000001
324 10 10000001
324 11 10000001
324 12 10000001
324 13 10000001
324 14 10000001
324 15 10000001
324 16 10000001
324 17 10000001
324 18 10000001
324 19 10000001
324 20 10000001
325 1 10000001
325 2 10000001
325 3 10000001
325 4 10000001
325 5 10000001
325 6 10000001
325 7 10000001
325 8 10000001
325 9 10000001
325 10 10000001
325 11 10000001
325 12 10000001
325 13 10000001
325 14 10000001
325 15 10000001
325 16 10000001
325 17 10000001
325 18 10000001
325 19 10000001
325 20 10000001
326 1 10000001
326 2 10000001
326 3 10000001
326 4 10000001
326 5 10000001
326 6 10000001
326 7 10000001
326 8 10000001
326 9 10000001
326 10 10000001
326 11 10000001
326 12 10000001
326 13 10000001
326 14 10000001
326 15 10000001
326 16 10000001
326 17 10000001
326 18 10000001
326 19 10000001
326 20 10000001
327 1 10000001
327 2 10000001
327 3 10000001
327 4 10000001
327 5 10000001
327 6 10000001
327 7 10000001
327 8 10000001
327 9 10000001
327 10 10000001
327 11 10000001
327 12 10000001
327 13 10000001
327 14 10000001
327 15 10000001
327 16 10000001
327 17 10000001
327 18 10000001
327 19 10000001
327 20 10000001
328 1 10000001
328 2 10000001
328 3 10000001
328 4 10000001
328 5 10000001
328 6 10000001
328 7 10000001
328 8 10000001
328 9 10000001
328 10 10000001
328 11 10000001
328 12 10000001
328 13 10000001
328 14 10000001
328 15 10000001
328 16 10000001
328 17 10000001
328 18 10000001
328 19 10000001
328 20 10000001
329 1 10000001
329 2 10000001
329 3 10000001
329 4 10000001
329 5 10000001
329 6 10000001
329 7 10000001
329 8 10000001
329 9 10000001
329 10 10000001
329 11 10000001
329 12 10000001
329 13 10000001
329 14 10000001
329 15 10000001
329 16 10000001
329 17 10000001
329 18 10000001
329 19 10000001
329 20 10000001
330 1 10000001
330 2 10000001
330 3 10000001
330 4 10000001
330 5 10000001
330 6 10000001
330 7 10000001
330 8 10000001
330 9 10000001
330 10 10000001
330 11 10000001
330 12 10000001
330 13 10000001
330 14 10000001
330 15 10000001
330 16 10000001
330 17 10000001
330 18 10000001
330 19 10000001
330 20 10000001
331 1 10000001
331 2 10000001
331 3 10000001
331 4 10000001
331 5 10000001
331 6 10000001
331 7 10000001
331 8 10000001
331 9 10000001
331 10 10000001
331 11 10000001
331 12 10000001
331 13 10000001
331 14 10000001
331 15 10000001
331 16 10000001
331 17 10000001
331 18 10000001
331 19 10000001
331 20 10000001
332 1 10000001
332 2 10000001
332 3 10000001
332 4 10000001
332 5 10000001
332 6 10000001
332 7 10000001
332 8 10000001
332 9 10000001
332 10 10000001
332 11 10000001
332 12 10000001
332 13 10000001
332 14 10000001
332 15 10000001
332 16 10000001
332 17 10000001
332 18 10000001
332 19 10000001
332 20 10000001
333 1 10000001
333 2 10000001
333 3 10000001
333 4 10000001
333 5 10000001
333 6 10000001
333 7 10000001
333 8 10000001
333 9 10000001
333 10 10000001
333 11 10000001
333 12 10000001
333 13 10000001
333 14 10000001
333 15 10000001
333 16 10000001
333 17 10000001
333 18 10000001
333 19 10000001
333 20 10000001
334 1 10000001
334 2 10000001
334 3 10000001
334 4 10000001
334 5 10000001
334 6 10000001
334 7 10000001
334 8 10000001
334 9 10000001
334 10 10000001
334 11 10000001
334 12 10000001
334 13 10000001
334 14 10000001
334 15 10000001
334 16 10000001
334 17 10000001
334 18 10000001
334 19 10000001
334 20 10000001
335 1 10000001
335 2 10000001
335 3 10000001
335 4 10000001
335 5 10000001
335 6 10000001
335 7 10000001
335 8 10000001
335 9 10000001
335 10 10000001
335 11 10000001
335 12 10000001
335 13 10000001
335 14 10000001
335 15 10000001
335 16 10000001
335 17 10000001
335 18 10000001
335 19 10000001
335 20 10000001
336 1 10000001
336 2 10000001
336 3 10000001
336 4 10000001
336 5 10000001
336 6 10000001
336 7 10000001
336 8 10000001
336 9 10000001
336 10 10000001
336 11 10000001
336 12 10000001
336 13 10000001
336 14 10000001
336 15 10000001
336 16 10000001
336 17 10000001
336 18 10000001
336 19 10000001
336 20 10000001
337 1 10000001
337 2 10000001
337 3 10000001
337 4 10000001
337 5 10000001
337 6 10000001
337 7 10000001
337 8 10000001
337 9 10000001
337 10 10000001
337 11 10000001
337 12 10000001
337 13 10000001
337 14 10000001
337 15 10000001
337 16 10000001
337 17 10000001
337 18 10000001
